key,source,Translation
Beorn_Column_Large_Capital.Name,Capitel de madera rústica grande,
Beorn_Column_Large_Shaft.Name,Fuste de madera rústica grande,
EntPack.TreePlot.LargeC.Name,Caja arbórea grande,
Deco_Vase_F.Name,Jarrón grande,
Beorn_Column_Large_Base.Description,Base grande para una columna de madera.,
Beorn_Column_Large_Capital.Description,Capitel grande para una columna de madera.,
Deco_LightLamp_Large_C.Description,Lámpara grande de un cristal semiprecioso verde y luminoso.,
Deco_LightLamp_Large_A.Description,Lámpara grande de un cristal semiprecioso y luminoso.,
Deco_LightLamp_Large_F.Description,Una gran lámpara de cristal naranja y luminoso.,
Deco_LightLamp_Large_E.Description,Una gran lámpara de cristal morado y luminoso.,
Deco_LightLamp_Large_D.Description,Una gran lámpara de cristal blanco y luminoso.,
Deco_LightLamp_Large_B.Description,Lámpara grande de un cristal semiprecioso amarillo y luminoso.,
Beorn_Column_Large_Shaft.Description,Fuste grande para una columna de madera.,
Elder_Trellis_3m_A.Name,Reja,
Elder_Trellis_1m_A.Name,Panel enrejado,
Deco_Brazier.Description,Fuente de luz que proporciona un ambiente cálido.,
Advanced_Stairs_Railing_2m.Name,Pasamanos largo,
Deco_Rug_D2.Name,Alfombra negra larga,
Beorn_Beam_6m_B.Name,Viga tallada larga,
Beorn_Beam_6m_A.Name,Viga de madera rústica larga,
Deco_Rug_D.Name,Alfombra blanca larga,
HolidayPack.StringLightsLong.Description,Una cadena de luces de cristal más larga que se cuelga en la pared. Forma parte del paquete de Yuletide.,
Deco_Bench_B.Name,Banco bajo,
Scaffolding_Platform_3x3x1m_Open.Description,Estructura cuadrada de vigas que bajan hasta el suelo con la parte superior abierta.,
Deco_Bookcase_A.Name,Estantería desordenada,
Deco_ScrollShelf_A.Name,Estante para pergaminos desordenado,
Elder_Wall_G_V2.Name,Muro con moldura,
OrcHunter.FellBeastHead.Name,Bestia alada de pared,
OrcHunter.WargHideRugB.Name,Alfombra de piel de huargo de pared,
Elder_Archway_C_V2.Name,Arco estrecho,
Elder_Archway_Horizontal_Small.Name,Clave de arco estrecho,
Elder_Archway_Horizontal_Small_V2.Name,Clave de arco estrecho,
Scaffolding_Platform_1x3x1m_Player.Name,Viga estrecha,
Beorn_Wall_4x1_B.Name,Muro tallado estrecho,
Advanced_ArchedCeiling_1m.Name,Techo arqueado estrecho,
Elder_Wall_Thin_C.Name,Muro decorativo estrecho,
Elder_Wall_Thin_D.Name,Muro estrecho con columna,
Advanced_Wall_Gold_Thin_C.Name,Muro dorado estrecho,
Advanced_Wall_Gold_Thin_A.Name,Muro dorado estrecho II,
Advanced_Wall_Gold_Thin_B.Name,Muro dorado estrecho III,
Advanced_Wall_Thin.Name,Muro de granito estrecho,
Elder_Wall_Thin_A_V2.Name,Muro sencillo estrecho,
Scaffolding_Platform_1x3x3.Name,Plataforma estrecha,
Elder_Slope_Thin_1m.Name,Barrera inclinada estrecha,
Elder_Slope_Thin_2m.Name,Muro inclinado estrecho,
Advanced_Stairs_2mWide_2m_Stone.Name,Escaleras de piedra estrechas,
Crude_Wall_Thin.Name,Muro de piedra estrecho,
Fortress_Wall_Sloped_Thin.Name,Pilar robusto inclinado,
Fortress_Wall_Thin.Name,Muro robusto inclinado,
Beorn_Wall_4x1_A.Name,Muro de madera rústica estrecho,
Beorn_Wall_4x1_C.Name,Muro ribeteado estrecho,
Elder_Wall_Thin_A_Crown.Name,Moldura estrecha sin adornos,
Elder_Wall_Thin_B_V2.Name,Muro estrecho sin adornos,
Deco_Vase_C.Name,Jarrón estrecho,
Elder_Wall_Tiny_Base.Name,Base para muro estrecha,
Elder_Wall_Tiny_Crown.Name,Moldura para muro estrecha,
Elder_Wall_Tiny_Mid.Name,Sección de muro estrecha,
Crude_Floor_Wood_Thin.Name,Suelo de madera estrecho,
Deco_Banner_C.Name,Estandarte naranja del honor,
Deco_Banner_G.Name,Bandera naranja del honor,
Advanced_ArchedCeiling_B.Name,Techo arqueado decorativo,
Deco_Chair_Ornate.Name,Silla decorada,
Advanced_Column_Wood_C_Crown.Name,Capitel decorado,
Advanced_Column_Wood_E_Crown.Name,Capitel decorado doble,
Elder_Window_C_V2.Name,Ventana decorada doble,
EntPack.PlanterA.Name,Maceta agrícola decorada,
Advanced_Column_Wood_G_Crown.Name,Capitel decorado en L,
Deco_Table_Long_A.Name,Mesa decorada,
EntPack.TreePlot.SmallB.Name,Pozo arbóreo decorado,
Deco_Vase_D.Name,Jarrón decorado,
Elder_Window_B_V2.Name,Ventana decorada ancha,
Elder_Window_A_V2.Name,Ventana decorada,
Deco_Chair_A.Name,Silla acolchada,
Beorn_Floor_1x3_A.Name,Tablón con patrón,
Beorn_Floor_3x3_A.Name,Suelo estampado,
Beorn_Floor_1x1_A.Name,Baldosa con patrón,
Scaffolding_Pier.Name,Muelle,
Scaffolding_Pier.Description,Los muelles solo se pueden construir sobre el agua.,
Advanced_ArchedCeiling_1m.Description,Un fino bloque para techos con un arco escalonado tallado.,
Advanced_ArchedCeiling_A.Description,Un bloque para techos con un arco escalonado tallado.,
Advanced_ArchedCeiling_B.Description,Un bloque para techos con un arco escalonado tallado y con revestimiento.,
Advanced_ArchedCeiling_Corner.Description,Un bloque para esquinas con un arco escalonado tallado.,
Elder_Wall_A_Crown.Name,Moldura sencilla,
Elder_Wall_Short_A.Name,Base para muro sencilla,
EntPack.PlanterDecoC.Name,Maceta dorada con planta,
EntPack.PlanterDecoA.Name,Maceta decorada con planta,
EntPack.PlanterDecoB.Name,Maceta con planta,
Scaffolding_Platform_1x1x3.Name,Plataforma alta,
Advanced_Stairs_3mWide_2m_Wood.Name,Escaleras pulidas,
Advanced_Stairs_3mWide_05m_Wood.Name,Segmento de escaleras pulidas,
Advanced_Floor_Wood.Name,Suelo de madera,
Advanced_Floor_Wood_V2.Name,Suelo de madera pulida,
Advanced_Floor_Wood_Tiny.Name,Tabla de madera pulida,
EntPack.PlanterA.Description,Maceta con tierra lista para cultivar una planta.,
EntPack.PlanterB.Description,Maceta con tierra lista para cultivar una planta.,
EntPack.PlanterC.Description,Maceta con tierra lista para cultivar una planta.,
OrcHunter.DrakeSkeletonA.Name,Esqueleto de dragón al acecho,
Deco_Rug_A2.Name,Alfombra morada brillante,
Deco_Banner_B2.Name,Estandarte morado del cuervo,
Deco_Banner_F2.Name,Bandera morada del cuervo,
Deco_LightLamp_Large_D.Name,Lámpara de cuarzo,
QuickPlatform.Name,Plataforma rápida,
Deco_SignageTrades_J.Name,Insignia del cuervo,
Deco_Rug_A.Name,Alfombra roja brillante,
Deco_Carpet_A.Name,Alfombra roja,
Deco_Carpet_C.Name,Punta de alfombra roja,
Deco_Banner_A.Name,Estandarte rojo de la fuerza,
Deco_Banner_E.Name,Bandera roja de la fuerza,
Crude_Stairs_2mWide.Name,Escaleras de madera reforzadas,
RohanPack.Deco_Banner_A.Name,Estandarte rohirrim,
RohanPack.Deco_Banner_B.Name,Bandera Rohirrim,
Crude_Slope2_A.Name,Techo,
RopeLadder.Name,Escalera de cuerdas,
Crude_Stairs.Name,Escaleras rudimentarias,
Crude_Stairs_05M_3mWide.Name,Segmento de escaleras rudimentarias,
Deco_Table_Round.Name,Mesa redonda,
OrcHunter.OrcSpikeD.Name,Lámpara de Rukhus,
OrcHunter.OrcSpikeB.Name,Cresta de Rukhus,
OrcHunter.OrcSpikeA.Name,Aguja de Rukhus,
OrcHunter.OrcSpikeC.Name,Estaca de Rukhus,
OrcHunter.OrcSpikeE.Name,Lámpara de pared de Rukhus,
Deco_LightLamp_C.Description,Candelabro de pared de cristal verde y luminoso.,
Deco_LightLamp_A.Description,Candelabro de pared de un cristal semiprecioso y luminoso.,
Deco_LightLamp_F.Description,Candelabro de pared de cristal naranja y luminoso.,
Deco_LightLamp_E.Description,Candelabro de pared de cristal morado y luminoso.,
Deco_LightLamp_D.Description,Candelabro de pared de cristal blanco y luminoso.,
Deco_LightLamp_B.Description,Candelabro de pared de cristal amarillo y luminoso.,
Deco_ScrollShelf_B.Name,Estante para pergaminos alto,
Crude_Slope2_A.Description,Sección de un techo exterior.,
Crude_Slope2_CornerAngle_A.Description,Sección de un techo exterior.,
Crude_Slope2_Thin_A.Description,Sección de un techo exterior.,
Crude_Slope3_A.Description,Sección de un techo exterior.,
Crude_Slope3_CornerAngle_A.Description,Sección de un techo exterior.,
Crude_Slope3_CornerAngle_B.Description,Sección de un techo exterior.,
Crude_Slope3_Thin_A.Description,Sección de un techo exterior.,
Crude_Slope3_Thin_CornerAngle_A.Description,Sección de un techo exterior.,
Beorn_Column_Medium_Shaft.Description,Fuste para una columna de madera.,
Advanced_Column_Wood_Shaft.Description,Fuste de una columna de madera tallada.,
Deco_SignageTrades_I.Name,La comunidad de los artesanos,
Advanced_Stairs_Railing_1m.Name,Pasamanos corto,
Advanced_Stairs_Railing_1m_V2.Name,Pasamanos corto,
Deco_Bench_A.Name,Banco corto,
Beorn_Beam_1m_B.Name,Viga tallada corta,
Elder_Wall_Corner.Name,Muro de esquina corto,
Scaffolding_Platform_3x3x1m_Open.Name,Marco corto,
Scaffolding_Platform_1x1x1m_Player.Name,Plataforma corta,
Advanced_Stairs_1m.Name,Escaleras de madera bajas,
Fortress_Stairs_1m.Name,Escaleras cortas,
Crude_Column.Name,Columna de piedra baja,
Beorn_Beam_1m_A.Name,Viga de madera rústica corta,
Advanced_Column_Wood_C_Short.Name,Columna de madera baja,
HolidayPack.StringLightsShort.Description,Una cadena de luces de cristal corta que se cuelga en la pared. Forma parte del paquete de Yuletide.,
Elder_Trellis_1m_A.Description,Panel corto de madera fijada siguiendo un patrón.,
Advanced_Bannister_Post_Stone.Description,Soporte corto de piedra para barandillas o pasamanos.,
Advanced_Bannister_Post_Wood.Description,Soporte corto de madera para barandillas o pasamanos.,
Deco_Table_A.Name,Mesa auxiliar,
HolidayPack.CandelabraA.Name,Candelabro sencillo,
Crude_Wall_DoorClosed.Name,Puerta sencilla,
Advanced_Wall_B.Name,Muro con moldura sencillo,
Deco_Stool_A.Name,Taburete sencillo,
Advanced_Wall_C.Name,Muro ribeteado sencillo,
Elder_Wall_C_V2.Name,Muro sencillo,
Advanced_Stairs_3mWide_1m_Wood.Description,Seis peldaños de escaleras de madera pulidas. ,
Beorn_Roof_Slope1_200x200x300_A.Name,Esquina de pizarra,
Beorn_Roof_Slope1_200x200x200_A.Name,Cumbrera de pizarra,
Beorn_Roof_Slope1_200x100x300_A.Name,Extremo de cumbrera de pizarra,
Beorn_Roof_Slope1_200x100x100_A.Name,Techo de pizarra,
Advanced_Stairs_2mWide_4m_Wood.Name,Escaleras pulidas elegantes,
Advanced_Stairs_2mWide_4m_Stone.Name,Escaleras de piedra elegantes,
Advanced_Stairs_2m.Name,Escaleras de madera altas,
Elder_Slope_1m.Name,Barrera inclinada,
Elder_Slope_Corner_1m.Name,Esquina de barrera inclinada,
Elder_Slope_2m.Name,Muro inclinado,
Elder_Slope_Corner_2m.Name,Esquina de muro inclinado,
Deco_LightLamp_F.Name,Lámpara de ámbar pequeña,
Elder_Archway_Corner.Name,Esquina de arco pequeño,
Scaffolding_Balcony_A.Name,Balcón pequeño,
Scaffolding_Beam_Open.Name,Viga pequeña,
Deco_Rug_C2.Name,Alfombra azul pequeña,
Deco_LightLamp_B.Name,Lámpara de citrino pequeña,
Elder_Column_A_Base.Name,Basa de columna pequeña,
Elder_Column_A_Crown.Name,Capitel de columna pequeña,
Elder_Column_A_Shaft.Name,Fuste de columna pequeña,
Deco_LightLamp_A.Name,Lámpara de cristal pequeña,
Elder_Wall_A.Name,Pequeña pared decorativa,
Elder_Wall_D.Name,Pequeños paneles de madera decorativos,
Advanced_Wall_Tiny.Name,Bloque de granito pequeño,
Advanced_Floor_Stone_1m.Name,Suelo de granito pequeño,
Advanced_Floor_Stone_1m_V2.Name,Suelo de granito pequeño,
Advanced_Fence_Stone_1m.Name,Barandilla de granito pequeña,
Deco_LightLamp_E.Name,Lámpara de iolita pequeña,
Deco_LightLamp_C.Name,Lámpara de jade pequeña,
Elder_Archway_C.Name,Pequeño arco estrecho,
Elder_Wall_Thin_A.Name,Pequeña pared estrecha y lisa,
Elder_Wall_Thin_B.Name,Pequeña pared estrecha y sin adornos,
Deco_Rug_C.Name,Alfombra naranja pequeña,
Elder_Window_C.Name,Pequeña ventana doble adornada,
Elder_Window_B.Name,Pequeña ventana ancha adornada,
Elder_Window_A.Name,Pequeña ventana adornada,
Scaffolding_Beam.Name,Plataforma pequeña,
Deco_LightLamp_D.Name,Lámpara de cuarzo pequeña,
Elder_Wall_C.Name,Pared pequeña y sencilla,
Scaffolding_Stairs_1m.Name,Escaleras pequeñas,
Crude_Wall_Tiny.Name,Bloque de piedra pequeño,
AutoFoundation_Stone_1x1,Base de piedra pequeña,
Beorn_Column_Small_Base.Name,Base de madera rústica pequeña,
Beorn_Column_Small_Capital.Name,Capitel de madera rústica pequeño,
Beorn_Column_Small_Shaft.Name,Fuste de madera rústica pequeño,
Elder_Wall_B.Name,Pequeña pared revestida de madera,
Elder_Archway_A.Name,Arco pequeño y ancho,
Elder_Wall_E.Name,Paneles de madera pequeños,
Advanced_Fence_Wood_1m.Name,Barandilla de madera pequeña,
Advanced_Fence_Wood_1m_V2.Name,Barandilla de madera pequeña,
Beorn_Column_Small_Base.Description,Base pequeña para una columna de madera.,
HolidayPack.CandelabraA.Description,"Una pequeña vela encendida, muy útil para iluminar caminos, habitaciones y cavernas. Forma parte del paquete de Yuletide.",
Beorn_Column_Small_Capital.Description,Capitel pequeño para una columna de madera.,
Beorn_Column_Small_Shaft.Description,Fuste pequeño para una columna de madera.,
Scaffolding_Beam.Description,Pequeñas vigas estructurales con una plataforma encima.,
Scaffolding_Platform_Open.Name,Marco cuadrado,
HolidayPack.CandelabraB.Description,"Un soporte de velas encendidas, muy útil para iluminar caminos, habitaciones y cavernas. Forma parte del paquete de Yuletide.",
Deco_StepLadder.Name,Escalera de mano,
Crude_Wall_Doorframe.Name,Marco de puerta de piedra,
Crude_Wall_Short.Name,Barrera de piedra,
Crude_Column_Base.Name,Basa de columna de piedra,
Crude_Column_Crown.Name,Capitel de columna de piedra,
Crude_Column_Shaft.Name,Fuste de columna de piedra,
Crude_Floor_Stone.Name,Suelo de piedra,
Crude_Floor_Stone_V2.Name,Suelo de piedra,
Crude_Floor_Stone_Small.Name,Baldosa de piedra,
AutoFoundation_Stone_3x3,Base de piedra,
Deco_SignageTrades_K.Name,Guardianes pétreos,
Advanced_Bannister_Post_Stone.Name,Poste de piedra,
Advanced_Stairs_3mWide_05m_Stone.Name,Segmento de escaleras de piedra,
EntPack.TreePlot.MediumA.Name,Caja arbórea de piedra,
Crude_Wall.Name,Muro de piedra,
Crude_Wall_Window.Name,Ventana de piedra,
Elder_Stairs_Outside.Description,Piedras talladas en ángulo para una escalera.,
Elder_Stairs_Inside.Description,Escaleras de piedra cortadas en ángulo.,
Deco_Stool_B.Name,Taburete,
Fortress_Archway.Name,Arco robusto,
Fortress_Wall_Short.Name,Barricada robusta,
Fortress_Wall_Tiny.Name,Bloque robusto,
Fortress_DoorClosed.Name,Puerta robusta,
Fortress_Wall_Sloped_Corner.Name,Esquina inclinada robusta,
Fortress_Wall_Sloped.Name,Muro inclinado robusto,
Fortress_Stairs_2m.Name,Escaleras robustas,
Fortress_Wall.Name,Muro robusto,
Fortress_Wall_Window_A.Name,Ventana robusta,
HolidayPack.StringLightsShort.Name,Guirnalda de luces,
Deco_Counter_B.Description,Superficie que puede combinarse con otros elementos de decoración.,
Deco_Table_Long_B.Name,Mesa,
Crude_Slope3_CornerAngle_B.Name,Techo en ángulo alto,
Scaffolding_Platform_3x3x4m_Open.Name,Marco alto,
Scaffolding_Platform_1x3x4m_Player.Name,Plataforma estrecha alta,
Scaffolding_Platform_1x1x4m_Player.Name,Plataforma alta,
Advanced_Stairs_3mWide_4m_Wood.Name,Escaleras pulidas altas,
Advanced_Stairs_3mWide_1m_Wood.Name,Segmento de escaleras pulidas altas,
Crude_Slope3_A.Name,Techo alto,
Crude_Stairs_3mWide_4M.Name,Escaleras rudimentarias altas,
Crude_Stairs_3mWide_1M.Name,Segmento de escaleras rudimentarias altas,
Beorn_Roof_Slope1_200x200x100_A.Name,Techo de pizarra alto,
Crude_Column_Tall.Name,Columna de piedra alta,
Advanced_Stairs_3mWide_4m_Stone.Name,Escaleras de piedra altas,
Crude_Slope3_Thin_CornerAngle_A.Name,Techo en ángulo fino y alto,
Crude_Slope3_Thin_A.Name,Techo fino y alto,
Advanced_Column_Wood_C.Name,Columna alta de madera,
Scaffolding_Platform_3x3x4m_Open.Description,Estructura cuadrada de vigas altas con la parte superior abierta.,
Deco_TavernCabinet_A.Name,Armario de taberna,
Deco_Counter_B.Name,Mostrador de taberna,
Crude_Column_Base.Description,La basa para una columna de piedra.,
Elder_Column_B_Base.Description,La basa de una gran columna decorada.,
Elder_Column_A_Base.Description,La basa de una pequeña columna decorada.,
Fortress_Column_Base.Description,La basa de una columna de piedra tallada por los enanos.,
Advanced_Column_Stone_Base.Description,La basa de una columna de granito tallada.,
Elder_Wall_Short_A.Description,La base de un muro de piedra tallada con elementos decorativos.,
Advanced_Column_Wood_Base.Description,La basa de una columna de madera tallada.,
Elder_Wooden_Post_Base.Description,La basa de un poste de madera. Debe usarse con un fuste y un capitel.,
Elder_Archway_Corner.Description,"La esquina de un gran arco, compuesta de piedra tallada.",
Elder_Archway_Corner_V2.Description,"La esquina de un gran arco, compuesta de piedra tallada.",
Crude_Column_Crown.Description,El capitel para una columna de piedra.,
Elder_Column_B_Crown.Description,El capitel de una gran columna decorada.,
